Game,Calss,Type_Weapon,Name,Damage,Use Time,Critic Chance,Fire Rate,DPS,Difficulty,Event,Name Boss,Life,Average Defense,Damage Reduction,Average Damage,No_Hits,Number_Hits_FLOAT,Number_Hits_INT,Columna1
Terraria,Melee,Boomerang,Enchanted Boomerang,17,20,0.04,3,51,Normal,Boss,The Destroyer,80000,30,15,52.25,36,2222.222222,2223,
Terraria,Melee,Sword,Cutlass,53,16,0.04,3.75,198.75,Expert,Boss,Moon Lords Core,75000,70,35,0,163.75,458.0152672,459,
Terraria,Melee,Yoyo,Reds Throw,70,25,0.04,2.4,168,Expert,Boss,Moon Lord,67500,50,25,210,143,472.027972,473,
Terraria,Melee,Yoyo,Valkyrie Yoyo,70,25,0.04,2.4,168,Expert,Boss,Moon Lord,67500,50,25,210,143,472.027972,473,
Terraria,Melee,Sword,Cobalt Sword,39,23,0.04,2.608695652,101.7391304,Expert,Boss,Moon Lords Hand,37500,40,20,120,81.7391304,458.7765959,459,
Terraria,Melee,Sword,Tungsten Shortsword,10,11,0.04,5.454545455,54.54545455,Master,Boss,Prime Vice,17212,34,17,132,37.54545455,458.4309927,459,
Terraria,Melee,Spear,Mythril Halberd,35,26,0.04,2.307692308,80.76923077,Master,Boss,Golem Head - Second Form,30600,32,16,192,64.76923077,472.4465558,473,
Terraria,Melee,Sword,Tin Shortsword,7,12,0.04,5,35,Master,Boss,Prime Laser,11475,20,10,111.5,25,459,459,
Terraria,Melee,Sword,Ice Blade,17,20,0.06,3,51,Normal,Boss,Golem Head - Second Form,16000,32,16,80,35,457.1428571,458,
Terraria,Melee,Yoyo,Amazon,18,25,0.04,2.4,43.2,Expert,Boss,Spazmatism Second Form,13800,28,14,117.5,29.2,472.6027397,473,
Terraria,Melee,Sword,Lights Bane,17,20,0.04,3,51,Normal,Boss,Golem Head - Second Form,16000,32,16,80,35,457.1428571,458,
Terraria,Melee,Tool,Gravediggers Shovel,12,22,0.04,2.727272727,32.72727273,Expert,Boss,Wall of Flesh,11200,18,9,150,23.72727273,472.0306513,473,
Terraria,Melee,Sword,Ash Wood Sword,13,17,0.04,3.529411765,45.88235294,Normal,Boss,Golem - Second Form,15000,26,13,72,32.88235294,456.1717353,457,
Terraria,Melee,Weapon,Shadow Jousting Lance,108,24,0.04,2.5,270,Expert,Boss,The Destroyer,120000,30,15,128.25,255,470.5882353,471,
Terraria,Melee,Sword,Tungsten Broadsword,14,19,0.04,3.157894737,44.21052632,Expert,Boss,Spazmatism Second Form,13800,28,14,117.5,30.21052632,456.794425,457,
Terraria,Melee,Boomerang,Enchanted Boomerang,17,20,0.04,3,51,Normal,Boss,Moon Lord,45000,50,25,105,26,1730.769231,1731,
Terraria,Melee,Yoyo,Hel-Fire,41,25,0.04,2.4,98.4,Master,Boss,Spazmatism First Form,43987,10,5,129.5,93.4,470.9528908,471,
Terraria,Melee,Sword,Brand of the Inferno,85,20,0.04,3,255,Master,Boss,Duke Fishron - First Form,99000,75,37.5,251.25,217.5,455.1724138,456,
Terraria,Melee,Sword,True Excalibur,72,18,0.04,3.333333333,240,Expert,Boss,Empress of Light,98000,50,25,129.17,215,455.8139535,456,
Terraria,Melee,Boomerang,Enchanted Boomerang,17,20,0.04,3,51,Normal,Boss,Lunatic Cultist,32000,34.5,17.25,64.5,33.75,948.1481481,949,
Terraria,Melee,Sword,Chlorophyte Saber,57,16,0.04,3.75,213.75,Master,Boss,Moon Lord,86062,50,25,315,188.75,455.9576159,456,
Terraria,Melee,Sword,The Horsemans Blade,75,26,0.04,2.307692308,173.0769231,Expert,Boss,Moon Lord,67500,50,25,210,148.0769231,455.8441558,456,
Terraria,Melee,Sword,Breaker Blade,43,29,0.04,2.068965517,88.96551724,Master,Boss,Retinazer First Form,38250,10,5,114,83.96551724,455.5441479,456,
Terraria,Melee,Sword,Tragic Umbrella,15,22,0.04,2.727272727,40.90909091,Master,Boss,Prime Cannon,13387,23,11.5,158,29.40909091,455.1993817,456,
Terraria,Melee,Spear,Adamantite Glaive,38,25,0.04,2.4,91.2,Master,Boss,Queen Slime,36720,26,13,210,78.2,469.5652174,470,
Terraria,Melee,Spear,Orichalcum Halberd,36,25,0.04,2.4,86.4,Master,Boss,Retinazer First Form,38250,10,5,114,81.4,469.9017199,470,
Terraria,Melee,Flail,Ball O Hurt,30,45,0.04,1.333333333,40,Master,Boss,Prime Cannon,13387,23,11.5,158,28.5,469.7192982,470,
Terraria,Melee,Sword,Zombie Arm,15,22,0.04,2.727272727,40.90909091,Master,Boss,Prime Cannon,13387,23,11.5,158,29.40909091,455.1993817,456,
Terraria,Melee,Sword,Iron Broadsword,12,20,0.04,3,36,Normal,Boss,Golem Fist - First Form,10000,28,14,59,22,454.5454545,455,
Terraria,Melee,Sword,Ruler,12,20,0.04,3,36,Normal,Boss,Golem Fist - First Form,10000,28,14,59,22,454.5454545,455,
Terraria,Melee,Sword,Influx Waver,100,20,0.04,3,300,Master,Boss,Empress of Light,124950,50,25,193.83,275,454.3636364,455,
Terraria,Melee,Flail,Flower Pow,130,40,0.04,1.5,195,Expert,Boss,Moon Lords Core,75000,70,35,0,160,468.75,469,
Terraria,Melee,Weapon,Hallowed Jousting Lance,78,24,0.04,2.5,195,Expert,Boss,Moon Lords Core,75000,70,35,0,160,468.75,469,
Terraria,Melee,Sword,Cobalt Sword,39,23,0.04,2.608695652,101.7391304,Master,Boss,Spazmatism First Form,43987,10,5,129.5,96.7391304,454.6970788,455,
Terraria,Melee,Boomerang,Combat Wrench,25,15,0.04,4,100,Expert,Boss,Moon Lords Hand,37500,40,20,120,80,468.75,469,
Terraria,Melee,Spear,Ghastly Glaive,45,27,0.04,2.222222222,100,Expert,Boss,Moon Lords Hand,37500,40,20,120,80,468.75,469,
Terraria,Melee,Weapon,Sleepy Octopod,50,30,0.04,2,100,Expert,Boss,Moon Lords Hand,37500,40,20,120,80,468.75,469,
Terraria,Melee,Boomerang,Thorn Chakram,25,15,0.04,4,100,Expert,Boss,Moon Lords Hand,37500,40,20,120,80,468.75,469,
Terraria,Melee,Sword,Bone Sword,16,22,0.04,2.727272727,43.63636364,Master,Boss,Retinazer Second Form,15300,20,10,137,33.63636364,454.8648648,455,
Terraria,Melee,Spear,Mushroom Spear,60,40,0.04,1.5,90,Expert,Boss,Golem Head - First Form,37500,20,10,96.67,80,468.75,469,
Terraria,Melee,Sword,Katana,16,22,0.19,2.727272727,43.63636364,Master,Boss,Retinazer Second Form,15300,20,10,137,33.63636364,454.8648648,455,
Terraria,Melee,Sword,Falcon Blade,25,20,0.04,3,75,Normal,Boss,Moon Lords Hand,25000,40,20,70,55,454.5454545,455,
Terraria,Melee,Sword,Blood Butcherer,22,25,0.04,2.4,52.8,Master,Boss,Spazmatism Second Form,17594,28,14,176,38.8,453.4536082,454,
Terraria,Melee,Sword,Adamantite Sword,61,21,0.04,2.857142857,174.2857143,Expert,Boss,Moon Lord,67500,50,25,210,149.2857143,452.15311,453,
Terraria,Melee,Sword,Blood Butcherer,22,25,0.04,2.4,52.8,Normal,Boss,Queen Slime,18000,26,13,70,39.8,452.2613065,453,
Terraria,Melee,Sword,Blue Phasesaber,42,20,0.04,3,126,Master,Boss,Moon Lords Hand,47812,40,20,170,106,451.0566038,452,
Terraria,Melee,Sword,Green Phasesaber,42,20,0.04,3,126,Master,Boss,Moon Lords Hand,47812,40,20,170,106,451.0566038,452,
Terraria,Melee,Boomerang,Shroomerang,23,20,0.04,3,69,Expert,Boss,Retinazer First Form,30000,10,5,76,64,468.75,469,
Terraria,Melee,Boomerang,Enchanted Boomerang,17,20,0.04,3,51,Normal,Boss,Plantera,30000,36,18,52.5,33,909.0909091,910,
Terraria,Melee,Sword,Orange Phasesaber,42,20,0.04,3,126,Master,Boss,Moon Lords Hand,47812,40,20,170,106,451.0566038,452,
Terraria,Melee,Sword,Purple Phasesaber,42,20,0.04,3,126,Master,Boss,Moon Lords Hand,47812,40,20,170,106,451.0566038,452,
Terraria,Melee,Sword,Red Phasesaber,42,20,0.04,3,126,Master,Boss,Moon Lords Hand,47812,40,20,170,106,451.0566038,452,
Terraria,Melee,Sword,White Phasesaber,42,20,0.04,3,126,Master,Boss,Moon Lords Hand,47812,40,20,170,106,451.0566038,452,
Terraria,Melee,Sword,Yellow Phasesaber,42,20,0.04,3,126,Master,Boss,Moon Lords Hand,47812,40,20,170,106,451.0566038,452,
Terraria,Melee,Boomerang,Enchanted Boomerang,17,20,0.04,3,51,Normal,Boss,Skeletron Prime,28000,36,18,70.5,33,848.4848485,849,
Terraria,Melee,Sword,Flymeal,15,17,0.04,3.529411765,52.94117647,Master,Boss,Spazmatism Second Form,17594,28,14,176,38.94117647,451.8096677,452,
Terraria,Melee,Sword,Ash Wood Sword,13,17,0.04,3.529411765,45.88235294,Master,Boss,Eater of Worlds,19224,6.67,3.34,43,42.54235294,451.8790963,452,
Terraria,Melee,Sword,Ebonwood Sword,11,19,0.04,3.157894737,34.73684211,Expert,Boss,Prime Cannon,10500,23,11.5,100.5,23.23684211,451.8686296,452,
Terraria,Melee,Boomerang,Possessed Hatchet,80,14,0.04,4.285714286,342.8571429,Master,Boss,The Destroyer,153000,30,15,192.5,327.8571429,466.6666666,467,
Terraria,Melee,Sword,Shadewood Sword,11,19,0.04,3.157894737,34.73684211,Expert,Boss,Prime Cannon,10500,23,11.5,100.5,23.23684211,451.8686296,452,
Terraria,Melee,Boomerang,Enchanted Boomerang,17,20,0.04,3,51,Normal,Boss,Moon Lords Hand,25000,40,20,70,31,806.4516129,807,
Terraria,Melee,Yoyo,Format:C,51,25,0.04,2.4,122.4,Master,Boss,Moon Lords Hand,47812,40,20,170,102.4,466.9140625,467,
Terraria,Melee,Sword,Muramasa,24,18,0.04,3.333333333,80,Normal,Boss,Skeletron Prime,28000,36,18,70.5,62,451.6129032,452,
Terraria,Melee,Sword,Excalibur,72,20,0.04,3,216,Master,Boss,Moon Lord,86062,50,25,315,191,450.5863874,451,
Terraria,Melee,Sword,Death Sickle,57,25,0.04,2.4,136.8,Master,Boss,Skeletron Prime,53550,36,18,178.5,118.8,450.7575758,451,
Terraria,Melee,Sword,Death Sickle,57,25,0.04,2.4,136.8,Master,Boss,Plantera,53550,36,18,142.5,118.8,450.7575758,451,
Terraria,Melee,Boomerang,Enchanted Boomerang,17,20,0.04,3,51,Normal,Boss,Golem Head - First Form,25000,20,10,52.67,41,609.7560976,610,
Terraria,Melee,Flail,Anchor,70,20,0.04,3,210,Master,Boss,Moon Lord,86062,50,25,315,185,465.2,466,
Terraria,Melee,Spear,Obsidian Swordfish,70,20,0.24,3,210,Master,Boss,Moon Lord,86062,50,25,315,185,465.2,466,
Terraria,Melee,Weapon,Scourge of the Corruptor,70,20,0.04,3,210,Master,Boss,Moon Lord,86062,50,25,315,185,465.2,466,
Terraria,Melee,Boomerang,Fruitcake Chakram,14,15,0.04,4,56,Master,Boss,Prime Saw,17212,38,19,142,37,465.1891892,466,
Terraria,Melee,Sword,Platinum Broadsword,16,17,0.04,3.529411765,56.47058824,Master,Boss,Golem Fist - First Form,19125,28,14,141,42.47058824,450.3116343,451,
Terraria,Melee,Sword,Pearlwood Sword,11,21,0.04,2.857142857,31.42857143,Expert,Boss,Deerclops,11900,10,5,54.67,26.42857143,450.2702702,451,
Terraria,Melee,Sword,Flymeal,15,17,0.04,3.529411765,52.94117647,Normal,Boss,Queen Slime,18000,26,13,70,39.94117647,450.6627393,451,
Terraria,Melee,Sword,Gold Shortsword,12,11,0.04,5.454545455,65.45454545,Normal,Boss,Golem Head - First Form,25000,20,10,52.67,55.45454545,450.8196722,451,
Terraria,Melee,Boomerang,Sergeant United Shield,80,36,0.04,1.666666667,133.3333333,Master,Boss,Skeletron Prime,53550,36,18,178.5,115.3333333,464.3063585,465,
Terraria,Melee,Boomerang,Sergeant United Shield,80,36,0.04,1.666666667,133.3333333,Master,Boss,Plantera,53550,36,18,142.5,115.3333333,464.3063585,465,
Terraria,Melee,Flail,Dao of Pow,100,45,0.04,1.333333333,133.3333333,Master,Boss,Skeletron Prime,53550,36,18,178.5,115.3333333,464.3063585,465,
Terraria,Melee,Flail,Dao of Pow,100,45,0.04,1.333333333,133.3333333,Master,Boss,Plantera,53550,36,18,142.5,115.3333333,464.3063585,465,
Terraria,Melee,Sword,Lead Broadsword,13,20,0.04,3,39,Normal,Boss,Prime Saw,9000,38,19,56,20,450,450,
Terraria,Melee,Sword,Bladed Glove,12,8,0.04,7.5,90,Master,Boss,Retinazer First Form,38250,10,5,114,85,450,450,
Terraria,Melee,Sword,Candy Cane Sword,16,27,0.04,2.222222222,35.55555556,Master,Boss,Prime Laser,11475,20,10,111.5,25.55555556,449.0217391,450,
Terraria,Melee,Boomerang,Combat Wrench,25,15,0.04,4,100,Master,Boss,Spazmatism First Form,43987,10,5,129.5,95,463.0210526,464,
Terraria,Melee,Spear,Ghastly Glaive,45,27,0.04,2.222222222,100,Master,Boss,Spazmatism First Form,43987,10,5,129.5,95,463.0210526,464,
Terraria,Melee,Weapon,Sleepy Octopod,50,30,0.04,2,100,Master,Boss,Spazmatism First Form,43987,10,5,129.5,95,463.0210526,464,
Terraria,Melee,Boomerang,Thorn Chakram,25,15,0.04,4,100,Master,Boss,Spazmatism First Form,43987,10,5,129.5,95,463.0210526,464,
Terraria,Melee,Boomerang,Enchanted Boomerang,17,20,0.04,3,51,Normal,Boss,Spazmatism First Form,23000,10,5,50,46,500,500,
Terraria,Melee,Sword,Tin Broadsword,10,20,0.04,3,30,Expert,Boss,Prime Laser,9000,20,10,74.5,20,450,450,
Terraria,Melee,Sword,Ham Bat,57,20,0.04,3,171,Normal,Boss,Duke Fishron - First Form,60000,75,37.5,120,133.5,449.4382022,450,
Terraria,Melee,Sword,Tentacle Spike,19,23,0.04,2.608695652,49.56521739,Normal,Boss,Retinazer First Form,20000,10,5,42.5,44.56521739,448.7804878,449,
Terraria,Melee,Sword,Bat Bat,31,45,0.04,1.333333333,41.33333333,Master,Boss,Prime Cannon,13387,23,11.5,158,29.83333333,448.726257,449,
Terraria,Melee,Boomerang,Enchanted Boomerang,17,20,0.04,3,51,Normal,Boss,Queen Slime,18000,26,13,70,38,473.6842105,474,
Terraria,Melee,Sword,Enchanted Sword,23,21,0.04,2.857142857,65.71428571,Normal,Boss,Golem Head - First Form,25000,20,10,52.67,55.71428571,448.7179488,449,
Terraria,Melee,Sword,Terra Blade,85,18,0.04,3.333333333,283.3333333,Expert,Boss,The Destroyer,120000,30,15,128.25,268.3333333,447.204969,448,
Terraria,Melee,Sword,Mandible Blade,16,18,0.04,3.333333333,53.33333333,Master,Boss,Spazmatism Second Form,17594,28,14,176,39.33333333,447.3050848,448,
Terraria,Melee,Boomerang,Enchanted Boomerang,17,20,0.04,3,51,Normal,Boss,Golem Head - Second Form,16000,32,16,80,35,457.1428571,458,
Terraria,Melee,Weapon,Vampire Knives,29,16,0.04,3.75,108.75,Expert,Boss,Skeletron Prime,42000,36,18,118.5,90.75,462.8099174,463,
Terraria,Melee,Weapon,Vampire Knives,29,16,0.04,3.75,108.75,Expert,Boss,Plantera,42000,36,18,95,90.75,462.8099174,463,
Terraria,Melee,Sword,Tungsten Broadsword,14,19,0.04,3.157894737,44.21052632,Master,Boss,Retinazer Second Form,15300,20,10,137,34.21052632,447.2307692,448,
Terraria,Melee,Sword,Tragic Umbrella,15,22,0.04,2.727272727,40.90909091,Master,Boss,Wall of Flesh,14280,18,9,225,31.90909091,447.5213675,448,
Terraria,Melee,Sword,Zombie Arm,15,22,0.04,2.727272727,40.90909091,Master,Boss,Wall of Flesh,14280,18,9,225,31.90909091,447.5213675,448,
Terraria,Melee,Boomerang,Enchanted Boomerang,17,20,0.04,3,51,Normal,Boss,Retinazer First Form,20000,10,5,42.5,46,434.7826087,435,
Terraria,Melee,Weapon,Chain Knife,12,20,0.04,3,36,Expert,Boss,Eater of Worlds,15120,6.67,3.34,28.33,32.66,462.9516228,463,
Terraria,Melee,Sword,Lead Broadsword,13,20,0.04,3,39,Master,Boss,Deerclops,15172,10,5,82,34,446.2352941,447,
Terraria,Melee,Sword,Tin Shortsword,7,12,0.04,5,35,Expert,Boss,Prime Cannon,10500,23,11.5,100.5,23.5,446.8085106,447,
Terraria,Melee,Spear,Adamantite Glaive,38,25,0.04,2.4,91.2,Expert,Boss,Golem Head - First Form,37500,20,10,96.67,81.2,461.8226601,462,
Terraria,Melee,Sword,Mandible Blade,16,18,0.04,3.333333333,53.33333333,Normal,Boss,Queen Slime,18000,26,13,70,40.33333333,446.2809918,447,
Terraria,Melee,Sword,Platinum Broadsword,16,17,0.04,3.529411765,56.47058824,Normal,Boss,Spazmatism First Form,23000,10,5,50,51.47058824,446.8571428,447,
Terraria,Melee,Sword,Starfury,22,20,0.04,3,66,Normal,Boss,Golem Head - First Form,25000,20,10,52.67,56,446.4285714,447,
Terraria,Melee,Weapon,Chain Knife,12,20,0.04,3,36,Expert,Boss,Retinazer Second Form,12000,20,10,91.33,26,461.5384615,462,
Terraria,Melee,Sword,Breaker Blade,43,29,0.04,2.068965517,88.96551724,Normal,Boss,Lunatic Cultist,32000,34.5,17.25,64.5,71.71551724,446.2074769,447,
Terraria,Melee,Sword,Lead Shortsword,9,12,0.04,5,45,Expert,Boss,Spazmatism Second Form,13800,28,14,117.5,31,445.1612903,446,
Terraria,Melee,Flail,Flairon,66,20,0.04,3,198,Expert,Boss,Moon Lords Core,75000,70,35,0,163,460.1226994,461,
Terraria,Melee,Spear,Dark Lance,34,22,0.04,2.727272727,92.72727273,Master,Boss,Queen Slime,36720,26,13,210,79.72727273,460.5701254,461,
Terraria,Melee,Sword,Silver Shortsword,9,12,0.04,5,45,Expert,Boss,Spazmatism Second Form,13800,28,14,117.5,31,445.1612903,446,
Terraria,Melee,Sword,Blue Phasesaber,42,20,0.04,3,126,Normal,Boss,Moon Lord,45000,50,25,105,101,445.5445545,446,
Terraria,Melee,Boomerang,Enchanted Boomerang,17,20,0.04,3,51,Normal,Boss,Golem - Second Form,15000,26,13,72,38,394.7368421,395,
Terraria,Melee,Sword,Green Phasesaber,42,20,0.04,3,126,Normal,Boss,Moon Lord,45000,50,25,105,101,445.5445545,446,
Terraria,Melee,Sword,Orange Phasesaber,42,20,0.04,3,126,Normal,Boss,Moon Lord,45000,50,25,105,101,445.5445545,446,
Terraria,Melee,Boomerang,Enchanted Boomerang,17,20,0.04,3,51,Normal,Boss,Prime Saw,9000,38,19,56,32,281.25,282,
Terraria,Melee,Sword,Purple Phasesaber,42,20,0.04,3,126,Normal,Boss,Moon Lord,45000,50,25,105,101,445.5445545,446,
Terraria,Melee,Yoyo,Amazon,18,25,0.04,2.4,43.2,Master,Boss,Retinazer Second Form,15300,20,10,137,33.2,460.8433735,461,
Terraria,Melee,Sword,Red Phasesaber,42,20,0.04,3,126,Normal,Boss,Moon Lord,45000,50,25,105,101,445.5445545,446,
Terraria,Melee,Flail,Ball O Hurt,30,45,0.04,1.333333333,40,Master,Boss,Wall of Flesh,14280,18,9,225,31,460.6451613,461,
Terraria,Melee,Sword,White Phasesaber,42,20,0.04,3,126,Normal,Boss,Moon Lord,45000,50,25,105,101,445.5445545,446,
Terraria,Melee,Yoyo,Rally,14,25,0.04,2.4,33.6,Master,Boss,Skeletron,11220,18.5,9.25,105,24.35,460.7802875,461,
Terraria,Melee,Yoyo,The Eye of Cthulhu,115,25,0.04,2.4,276,Expert,Boss,The Destroyer,120000,30,15,128.25,261,459.7701149,460,
Terraria,Melee,Flail,Chain Guillotines,59,14,0.04,4.285714286,252.8571429,Master,Boss,Duke Fishron - First Form,99000,75,37.5,251.25,215.3571429,459.7014924,460,
Terraria,Melee,Sword,Yellow Phasesaber,42,20,0.04,3,126,Normal,Boss,Moon Lord,45000,50,25,105,101,445.5445545,446,
Terraria,Melee,Boomerang,Enchanted Boomerang,17,20,0.04,3,51,Normal,Boss,Golem Fist - First Form,10000,28,14,59,37,270.2702703,271,
Terraria,Melee,Sword,Boreal Wood Sword,8,20,0.04,3,24,Normal,Boss,Wall of Flesh,8000,12,6,50,18,444.4444444,445,
Terraria,Melee,Sword,Gold Broadsword,15,18,0.04,3.333333333,50,Normal,Boss,Retinazer First Form,20000,10,5,42.5,45,444.4444444,445,
Terraria,Melee,Sword,Stylish Scissors,14,12,0.04,5,70,Expert,Boss,Golem Head - Second Form,24000,32,16,128,54,444.4444444,445,
Terraria,Melee,Sword,Umbrella,10,22,0.04,2.727272727,27.27272727,Normal,Boss,Prime Cannon,7000,23,11.5,55,15.77272727,443.8040347,444,
Terraria,Melee,Sword,Ebonwood Sword,11,19,0.04,3.157894737,34.73684211,Normal,Boss,Spazmatism Second Form,9200,28,14,67.5,20.73684211,443.6548222,444,
Terraria,Melee,Sword,Shadewood Sword,11,19,0.04,3.157894737,34.73684211,Normal,Boss,Spazmatism Second Form,9200,28,14,67.5,20.73684211,443.6548222,444,
Terraria,Melee,Sword,Chlorophyte Claymore,95,26,0.04,2.307692308,219.2307692,Master,Boss,Moon Lord,86062,50,25,315,194.2307692,443.0914852,444,
Terraria,Melee,Sword,Frostbrand,49,23,0.04,2.608695652,127.826087,Master,Boss,Moon Lords Hand,47812,40,20,170,107.826087,443.4177418,444,
Terraria,Melee,Sword,Bladetongue,55,28,0.04,2.142857143,117.8571429,Master,Boss,Golem Head - First Form,47812,20,10,145,107.8571429,443.290066,444,
Terraria,Melee,Boomerang,Enchanted Boomerang,17,20,0.04,3,51,Normal,Boss,Prime Vice,9000,34,17,50,34,264.7058824,265,
Terraria,Melee,Spear,Gungnir,42,22,0.04,2.727272727,114.5454545,Master,Boss,Golem Head - First Form,47812,20,10,145,104.5454545,457.3321741,458,
Terraria,Melee,Sword,Bee Keeper,26,20,0.04,3,78,Expert,Boss,Queen Slime,28800,26,13,140,65,443.0769231,444,
Terraria,Melee,Sword,Platinum Shortsword,13,10,0.04,6,78,Expert,Boss,Queen Slime,28800,26,13,140,65,443.0769231,444,
Terraria,Melee,Boomerang,Enchanted Boomerang,17,20,0.04,3,51,Normal,Boss,Spazmatism Second Form,9200,28,14,67.5,37,248.6486486,249,
Terraria,Melee,Flail,The Meatball,34,45,0.04,1.333333333,45.33333333,Master,Boss,Eater of Worlds,19224,6.67,3.34,43,41.99333333,457.7869503,458,
Terraria,Melee,Yoyo,Format:C,51,25,0.04,2.4,122.4,Expert,Boss,Lunatic Cultist,48000,34.5,17.25,104,105.15,456.4907275,457,
Terraria,Melee,Sword,Chlorophyte Saber,57,16,0.04,3.75,213.75,Expert,Boss,Duke Fishron - First Form,78000,75,37.5,167.5,176.25,442.5531915,443,
Terraria,Melee,Sword,The Horsemans Blade,75,26,0.04,2.307692308,173.0769231,Normal,Boss,Duke Fishron - First Form,60000,75,37.5,120,135.5769231,442.5531914,443,
Terraria,Melee,Sword,Titanium Sword,58,25,0.04,2.4,139.2,Master,Boss,Skeletron Prime,53550,36,18,178.5,121.2,441.8316832,442,
Terraria,Melee,Yoyo,Artery,17,25,0.04,2.4,40.8,Master,Boss,Prime Cannon,13387,23,11.5,158,29.3,456.894198,457,
Terraria,Melee,Weapon,Terragrim,17,25,0.04,2.4,40.8,Master,Boss,Prime Cannon,13387,23,11.5,158,29.3,456.894198,457,
Terraria,Melee,Sword,Titanium Sword,58,25,0.04,2.4,139.2,Master,Boss,Plantera,53550,36,18,142.5,121.2,441.8316832,442,
Terraria,Melee,Sword,Blue Phasesaber,42,20,0.04,3,126,Expert,Boss,Lunatic Cultist,48000,34.5,17.25,104,108.75,441.3793103,442,
Terraria,Melee,Sword,Green Phasesaber,42,20,0.04,3,126,Expert,Boss,Lunatic Cultist,48000,34.5,17.25,104,108.75,441.3793103,442,
Terraria,Melee,Sword,Orange Phasesaber,42,20,0.04,3,126,Expert,Boss,Lunatic Cultist,48000,34.5,17.25,104,108.75,441.3793103,442,
Terraria,Melee,Yoyo,Chik,39,25,0.04,2.4,93.6,Master,Boss,Queen Slime,36720,26,13,210,80.6,455.5831266,456,
Terraria,Melee,Sword,Purple Phasesaber,42,20,0.04,3,126,Expert,Boss,Lunatic Cultist,48000,34.5,17.25,104,108.75,441.3793103,442,
Terraria,Melee,Spear,Mythril Halberd,35,26,0.04,2.307692308,80.76923077,Expert,Boss,Spazmatism First Form,34500,10,5,86.5,75.76923077,455.3299492,456,
Terraria,Melee,Boomerang,Fruitcake Chakram,14,15,0.04,4,56,Master,Boss,Golem Fist - First Form,19125,28,14,141,42,455.3571429,456,
Terraria,Melee,Sword,Red Phasesaber,42,20,0.04,3,126,Expert,Boss,Lunatic Cultist,48000,34.5,17.25,104,108.75,441.3793103,442,
Terraria,Melee,Sword,White Phasesaber,42,20,0.04,3,126,Expert,Boss,Lunatic Cultist,48000,34.5,17.25,104,108.75,441.3793103,442,
Terraria,Melee,Yoyo,Rally,14,25,0.04,2.4,33.6,Expert,Boss,Wall of Flesh,11200,18,9,150,24.6,455.2845528,456,
Terraria,Melee,Sword,Yellow Phasesaber,42,20,0.04,3,126,Expert,Boss,Lunatic Cultist,48000,34.5,17.25,104,108.75,441.3793103,442,
Terraria,Melee,Boomerang,Bananarang,45,11,0.04,5.454545455,245.4545455,Master,Boss,Moon Lords Core,95625,70,35,0,210.4545455,454.37365,455,
Terraria,Melee,Sword,Mythril Sword,49,26,0.04,2.307692308,113.0769231,Expert,Boss,Skeletron Prime,42000,36,18,118.5,95.0769231,441.7475727,442,
Terraria,Melee,Boomerang,Enchanted Boomerang,17,20,0.04,3,51,Normal,Boss,Eater of Worlds,10050,4.67,2.34,12,48.66,206.5351418,207,
Terraria,Melee,Sword,Mythril Sword,49,26,0.04,2.307692308,113.0769231,Expert,Boss,Plantera,42000,36,18,95,95.0769231,441.7475727,442,
Terraria,Melee,Sword,Bee Keeper,26,20,0.04,3,78,Master,Boss,Golem - Second Form,28687,26,13,172,65,441.3384615,442,
Terraria,Melee,Sword,Platinum Shortsword,13,10,0.04,6,78,Master,Boss,Golem - Second Form,28687,26,13,172,65,441.3384615,442,
Terraria,Melee,Sword,Classy Cane,16,15,0.04,4,64,Expert,Boss,Golem - Second Form,22500,26,13,115,51,441.1764706,442,
Terraria,Melee,Boomerang,Enchanted Boomerang,17,20,0.04,3,51,Normal,Boss,Retinazer Second Form,8000,20,10,51,41,195.1219512,196,
Terraria,Melee,Spear,Dark Lance,34,22,0.04,2.727272727,92.72727273,Expert,Boss,Golem Head - First Form,37500,20,10,96.67,82.72727273,453.2967033,454,
Terraria,Melee,Spear,Palladium Pike,32,27,0.04,2.222222222,71.11111111,Expert,Boss,Retinazer First Form,30000,10,5,76,66.11111111,453.7815126,454,
Terraria,Melee,Sword,Tentacle Spike,19,23,0.04,2.608695652,49.56521739,Expert,Boss,Prime Saw,13500,38,19,95,30.56521739,441.6785206,442,
Terraria,Melee,Yoyo,Valor,22,25,0.04,2.4,52.8,Master,Boss,Spazmatism Second Form,17594,28,14,176,38.8,453.4536082,454,
Terraria,Melee,Weapon,Sky Dragons Fury,140,30,0.04,2,280,Expert,Boss,The Destroyer,120000,30,15,128.25,265,452.8301887,453,
Terraria,Melee,Flail,Anchor,70,20,0.04,3,210,Expert,Boss,Duke Fishron - First Form,78000,75,37.5,167.5,172.5,452.173913,453,
Terraria,Melee,Spear,Obsidian Swordfish,70,20,0.24,3,210,Expert,Boss,Duke Fishron - First Form,78000,75,37.5,167.5,172.5,452.173913,453,
Terraria,Melee,Weapon,Scourge of the Corruptor,70,20,0.04,3,210,Expert,Boss,Duke Fishron - First Form,78000,75,37.5,167.5,172.5,452.173913,453,
Terraria,Melee,Sword,Bat Bat,31,45,0.04,1.333333333,41.33333333,Master,Boss,Wall of Flesh,14280,18,9,225,32.33333333,441.6494846,442,
